Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;UniqueID;hotel
Alyce;Australie;Chambre Supérieure;7;Janvier 2023;Famille;Commentaire envoyé le 26 janvier 2023;Overall we enjoyed our time at Newport Bay, despite anything that was a slight let down. I Would recommend only going fo;7,0;;;0;AlyceAustralieChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 26 janvier 2023Overall we enjoyed our time at Newport Bay, despite anything that was a slight let down. I Would recommend only going fo;Newport_Bay_Club
Nilson;Brésil;Chambre Supérieure;3;Janvier 2023;Groupe;Commentaire envoyé le 25 janvier 2023;Bien ;7,0;;;0;NilsonBrésilChambre SupérieureJanvier 2023GroupeCommentaire envoyé le 25 janvier 2023Bien ;Newport_Bay_Club
Mourougaiane;La Réunion;Chambre Supérieure - Côté Lac;2;Janvier 2023;Famille;Commentaire envoyé le 25 janvier 2023;Bien ;7,0;;;0;MourougaianeLa RéunionChambre Supérieure - Côté LacJanvier 2023FamilleCommentaire envoyé le 25 janvier 2023Bien ;Newport_Bay_Club
Donall;Irlande;Chambre Supérieure;1;Janvier 2023;Famille;Commentaire envoyé le 25 janvier 2023;Très bien;8,0;;;0;DonallIrlandeChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 25 janvier 2023Très bien;Newport_Bay_Club
Athanasia;Allemagne;Chambre Supérieure;2;Janvier 2023;Famille;Commentaire envoyé le 24 janvier 2023;Fabuleux ;9,0;;;0;AthanasiaAllemagneChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 24 janvier 2023Fabuleux ;Newport_Bay_Club
Ta;Taïwan;Chambre Supérieure;1;Janvier 2023;Famille;Commentaire envoyé le 24 janvier 2023;Assez médiocre ;3,0;;;0;TaTaïwanChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 24 janvier 2023Assez médiocre ;Newport_Bay_Club
Ta;Taïwan;Chambre Supérieure;1;Janvier 2023;Famille;Commentaire envoyé le 24 janvier 2023;Assez médiocre ;3,0;;;0;TaTaïwanChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 24 janvier 2023Assez médiocre ;Newport_Bay_Club
Karla;Mexique;Chambre Supérieure avec Terrasse;1;Janvier 2023;Famille;Commentaire envoyé le 23 janvier 2023;Exceptionnel;10;;;0;KarlaMexiqueChambre Supérieure avec TerrasseJanvier 2023FamilleCommentaire envoyé le 23 janvier 2023Exceptionnel;Newport_Bay_Club
Elena;Chypre;Chambre Supérieure avec Terrasse;4;Janvier 2023;Famille;Commentaire envoyé le 23 janvier 2023;Très bien;8,0;;;0;ElenaChypreChambre Supérieure avec TerrasseJanvier 2023FamilleCommentaire envoyé le 23 janvier 2023Très bien;Newport_Bay_Club
Anne-laure;France;Chambre Supérieure;1;Janvier 2023;Famille;Commentaire envoyé le 23 janvier 2023;Très bien;8,0;;;0;Anne-laureFranceChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 23 janvier 2023Très bien;Newport_Bay_Club
Cyrielle;France;Chambre Supérieure;1;Janvier 2023;Couple;Commentaire envoyé le 23 janvier 2023;DÉÇU;6,0;l’emplacement, le style;"lors de notre Check-in la charmante hôtesse nous indique que nous avons une chambre familiale alors que nous sommes 2, nous ne tiquons pas cela n’a pas d’importance pour nous. Nous arrivons donc dans une première chambre avec deux lits communicante avec une seconde chambre avec un lit simple et un lit superposé, étonnées nous nous installons uniquement dans la première chambre mais laissons l’accès ouvert entre les deux chambres en fermant le verrou de la seconde pour ne pas que quelqu’un puisse accéder à notre logement lorsque nous allions sortir dîner.
Quelle mauvaise surprise a notre retour ! La porte communicante était fermée à clé. Cela veut dire que quelqu’un est entrée par notre chambre pour accéder à la seconde étant donné que le verrou était fermé sur cette dernière.
Pas un appel de la réception, pas un mot, une note d’excuse. Nous aurions très bien pu avoir investi les lieux, avoir laissé des affaires personnelles. Il s’agissait d’une erreur de l’hôtel, nous sommes très déçu, pour un hôtel 4 étoiles, nous avons connu meilleur service !";0;CyrielleFranceChambre SupérieureJanvier 2023CoupleCommentaire envoyé le 23 janvier 2023DÉÇU;Newport_Bay_Club
Audrey;France;Chambre Supérieure;1;Janvier 2023;Famille;Commentaire envoyé le 23 janvier 2023;Un séjour magique!!;9,0;Pour notre première nuit dans cet hôtel nous avons apprécié la décoration, le personnel agréable ainsi que les services et la proximité avec le parc.;Pour un 4etoiles il y avait des toiles d'araignée en haut de la fenêtre...et une boule de papier chiffonné à côté du lit...;0;AudreyFranceChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 23 janvier 2023Un séjour magique!!;Newport_Bay_Club
Juan;Argentine;Chambre Supérieure;3;Janvier 2023;Famille;Commentaire envoyé le 23 janvier 2023;Bien ;7,0;;;0;JuanArgentineChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 23 janvier 2023Bien ;Newport_Bay_Club
Mimiclaire;France;Chambre Supérieure;2;Janvier 2023;Famille;Commentaire envoyé le 23 janvier 2023;Très bien, juste un regret d’avoir été réveillés par des travaux pendant la sieste des enfants.;7,0;L’emplacement, les navettes, les personnages et l’ambiance de l’hôtel.;"Jour très froid, nous sommes revenus l’après-midi à la chambre afin que mon bébé fasse sa sieste: réveil par des un bruit de perceuse et des travaux dans les couloirs qui résonnait énormément dans la chambre. De 14h à 15h.
 Je sais que c’est en plein jour mais tout de même… nous avons le droit de profiter de l’hôtel la journée… 
Donc expérience très désagréable sans réponse de Disneyland Paris… 🙁";0;MimiclaireFranceChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 23 janvier 2023Très bien, juste un regret d’avoir été réveillés par des travaux pendant la sieste des enfants.;Newport_Bay_Club
Natalia;Portugal;Chambre Supérieure;4;Janvier 2023;Famille;Commentaire envoyé le 22 janvier 2023;Exceptionnel;10;Disney Land, et le hotel;Service nettoyage;0;NataliaPortugalChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 22 janvier 2023Exceptionnel;Newport_Bay_Club
Anonyme;Portugal;;1;Janvier 2023;Groupe;Commentaire envoyé le 22 janvier 2023;Très bien;8,0;;;0;AnonymePortugalnanJanvier 2023GroupeCommentaire envoyé le 22 janvier 2023Très bien;Newport_Bay_Club
Emma;France;Chambre Supérieure;2;Janvier 2023;Couple;Commentaire envoyé le 22 janvier 2023;Exceptionnel;10;;;0;EmmaFranceChambre SupérieureJanvier 2023CoupleCommentaire envoyé le 22 janvier 2023Exceptionnel;Newport_Bay_Club
Dannyce;France;Chambre Supérieure;1;Novembre 2022;Famille;Commentaire envoyé le 22 janvier 2023;Exceptionnel;10;;;0;DannyceFranceChambre SupérieureNovembre 2022FamilleCommentaire envoyé le 22 janvier 2023Exceptionnel;Newport_Bay_Club
Marco;Italie;Chambre Supérieure;1;Janvier 2023;Famille;Commentaire envoyé le 22 janvier 2023;Assez médiocre ;3,0;;;0;MarcoItalieChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 22 janvier 2023Assez médiocre ;Newport_Bay_Club
Oquendo;Brésil;Chambre Supérieure - Côté Lac;3;Décembre 2022;Couple;Commentaire envoyé le 22 janvier 2023;Très bien;8,0;;;0;OquendoBrésilChambre Supérieure - Côté LacDécembre 2022CoupleCommentaire envoyé le 22 janvier 2023Très bien;Newport_Bay_Club
Benedict-michael;Côte-d'Ivoire;Chambre Supérieure;1;Janvier 2023;Famille;Commentaire envoyé le 22 janvier 2023;Fabuleux ;9,0;;;0;Benedict-michaelCôte-d'IvoireChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 22 janvier 2023Fabuleux ;Newport_Bay_Club
Yves;Pays-Bas;Chambre Supérieure;1;Janvier 2023;Famille;Commentaire envoyé le 22 janvier 2023;Bien ;7,0;;;0;YvesPays-BasChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 22 janvier 2023Bien ;Newport_Bay_Club
Karen;Royaume-Uni;Chambre Supérieure;4;Janvier 2023;Famille;Commentaire envoyé le 22 janvier 2023;Décevant;4,0;;;0;KarenRoyaume-UniChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 22 janvier 2023Décevant;Newport_Bay_Club
Roland;Norvège;Chambre Supérieure;1;Janvier 2023;Famille;Commentaire envoyé le 22 janvier 2023;good place, but staff cant be trusted;10;;;0;RolandNorvègeChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 22 janvier 2023good place, but staff cant be trusted;Newport_Bay_Club
Julie;France;Chambre Supérieure;1;Janvier 2023;Famille;Commentaire envoyé le 21 janvier 2023;Fabuleux ;9,0;Magnifique hôtel 😍😍;Pas petite touche de magie pour mon anniversaire dans la chambre alors que je suis pass infinity et je trouve le couloir d'entrée un peu trop petit et porte très lourde de la chambre sinon magnifique et on avait une cafetière mais sans rien pas de dosette ?;0;JulieFranceChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 21 janvier 2023Fabuleux ;Newport_Bay_Club
Pemehb;Ukraine;Chambre Supérieure;1;Janvier 2023;Famille;Commentaire envoyé le 20 janvier 2023;Exceptionnel;10;;;0;PemehbUkraineChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 20 janvier 2023Exceptionnel;Newport_Bay_Club
Thomas;France;Chambre Supérieure;1;Janvier 2023;Famille;Commentaire envoyé le 20 janvier 2023;4 étoiles ?? cela ne donne pas envie d’aller au 5 !;6,0;L’emplacement, le personnel.;l’état de la chambre ! 4 étoiles ????;0;ThomasFranceChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 20 janvier 20234 étoiles ?? cela ne donne pas envie d’aller au 5 !;Newport_Bay_Club
Olivier;France;Chambre Supérieure;1;Janvier 2023;Famille;Commentaire envoyé le 20 janvier 2023;super séjour à Disney;9,0;"accès piscine , prêt de serviette de bain 
petit déjeuner copieux et varié";"petit dej un peut cher 28 euros par personnes
manque de prise électrique à côté des lits";0;OlivierFranceChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 20 janvier 2023super séjour à Disney;Newport_Bay_Club
Mikhail;Russie;Chambre Supérieure;1;Janvier 2023;Famille;Commentaire envoyé le 20 janvier 2023;Exceptionnel;10;;;0;MikhailRussieChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 20 janvier 2023Exceptionnel;Newport_Bay_Club
Fabienne;Belgique;Chambre Supérieure;1;Janvier 2023;Couple;Commentaire envoyé le 20 janvier 2023;Exceptionnel;10;;;0;FabienneBelgiqueChambre SupérieureJanvier 2023CoupleCommentaire envoyé le 20 janvier 2023Exceptionnel;Newport_Bay_Club
Fabienne;Belgique;Chambre Supérieure;1;Janvier 2023;Couple;Commentaire envoyé le 20 janvier 2023;Exceptionnel;10;;;0;FabienneBelgiqueChambre SupérieureJanvier 2023CoupleCommentaire envoyé le 20 janvier 2023Exceptionnel;Newport_Bay_Club
Matteo;France;Chambre Supérieure;1;Janvier 2023;Couple;Commentaire envoyé le 20 janvier 2023;Très bien;8,0;;;0;MatteoFranceChambre SupérieureJanvier 2023CoupleCommentaire envoyé le 20 janvier 2023Très bien;Newport_Bay_Club
Amna;Émirats arabes unis;Chambre Supérieure;3;Janvier 2023;Groupe;Commentaire envoyé le 19 janvier 2023;Très bien;8,0;;;0;AmnaÉmirats arabes unisChambre SupérieureJanvier 2023GroupeCommentaire envoyé le 19 janvier 2023Très bien;Newport_Bay_Club
Carole;France;Chambre Supérieure;2;Janvier 2023;Voyageur individuel;Commentaire envoyé le 19 janvier 2023;La magie même en dehors des parcs!;10;Le cadre était superbe, le personnel très agréable et la chambre très confortable;;0;CaroleFranceChambre SupérieureJanvier 2023Voyageur individuelCommentaire envoyé le 19 janvier 2023La magie même en dehors des parcs!;Newport_Bay_Club
Emab;Italie;Chambre Supérieure;1;Janvier 2023;Couple;Commentaire envoyé le 19 janvier 2023;Eccellente!;10;;;0;EmabItalieChambre SupérieureJanvier 2023CoupleCommentaire envoyé le 19 janvier 2023Eccellente!;Newport_Bay_Club
Virginie;France;Chambre Supérieure;1;Janvier 2023;Couple;Commentaire envoyé le 19 janvier 2023;Exceptionnel;10;Super !;Rien;0;VirginieFranceChambre SupérieureJanvier 2023CoupleCommentaire envoyé le 19 janvier 2023Exceptionnel;Newport_Bay_Club
Tim;Allemagne;Chambre Supérieure;3;Janvier 2023;Couple;Commentaire envoyé le 18 janvier 2023;es war ein netter Aufenthalt für die drei Übernachtungen, die wir vor Ort hatten, besser, als wenn wir ein auswärtiges H;7,0;;;1 ;TimAllemagneChambre SupérieureJanvier 2023CoupleCommentaire envoyé le 18 janvier 2023es war ein netter Aufenthalt für die drei Übernachtungen, die wir vor Ort hatten, besser, als wenn wir ein auswärtiges H;Newport_Bay_Club
Ilana;France;Chambre Supérieure;1;Janvier 2023;Couple;Commentaire envoyé le 18 janvier 2023;Fabuleux ;9,0;tout;rien;0;IlanaFranceChambre SupérieureJanvier 2023CoupleCommentaire envoyé le 18 janvier 2023Fabuleux ;Newport_Bay_Club
David;Royaume-Uni;Chambre Supérieure;1;Janvier 2023;Famille;Commentaire envoyé le 18 janvier 2023;Bien ;7,0;;;0;DavidRoyaume-UniChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 18 janvier 2023Bien ;Newport_Bay_Club
Adriana;Brésil;Chambre Supérieure;2;Janvier 2023;Famille;Commentaire envoyé le 17 janvier 2023;Exceptionnel;10;;;0;AdrianaBrésilChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 17 janvier 2023Exceptionnel;Newport_Bay_Club
Vicky;Belgique;Chambre Supérieure;2;Janvier 2023;Couple;Commentaire envoyé le 17 janvier 2023;Sympa;8,0;Proche des parcs, possible de s'y rendre a pieds sans probleme.;Literie pas super confortable. Douche juste un rideau de douche, l'eau va partout...;0;VickyBelgiqueChambre SupérieureJanvier 2023CoupleCommentaire envoyé le 17 janvier 2023Sympa;Newport_Bay_Club
Vivien;Belgique;Chambre Supérieure - Côté Lac;1;Janvier 2023;Couple;Commentaire envoyé le 17 janvier 2023;Très bien placé mais très cher pour ce que c'est;4,0;La proximité avec les parcs;La qualité des lits, le confort de la chambre;0;VivienBelgiqueChambre Supérieure - Côté LacJanvier 2023CoupleCommentaire envoyé le 17 janvier 2023Très bien placé mais très cher pour ce que c'est;Newport_Bay_Club
Samantha;France;Chambre Supérieure - Côté Lac;1;Janvier 2023;Famille;Commentaire envoyé le 16 janvier 2023;Très bien;8,0;C’est juste incroyable comme dirai mon petit garçon de deux an wahou 🥰;Voir pendant 2 jours au sol plusieur plateau remplis de déchets et voir le personnel passer à côté et ne pas nettoyer.;0;SamanthaFranceChambre Supérieure - Côté LacJanvier 2023FamilleCommentaire envoyé le 16 janvier 2023Très bien;Newport_Bay_Club
Laura;Royaume-Uni;Chambre Supérieure;3;Janvier 2023;Famille;Commentaire envoyé le 16 janvier 2023;could do with updating but overall satisfied. expensive but so is everything else Disney!;6,0;;;0;LauraRoyaume-UniChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 16 janvier 2023could do with updating but overall satisfied. expensive but so is everything else Disney!;Newport_Bay_Club
Misbha;Royaume-Uni;Chambre Supérieure;1;Janvier 2023;Famille;Commentaire envoyé le 16 janvier 2023;Mauvais;1,0;;;0;MisbhaRoyaume-UniChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 16 janvier 2023Mauvais;Newport_Bay_Club
Fábio;Portugal;Chambre Supérieure;3;Janvier 2023;Famille;Commentaire envoyé le 16 janvier 2023;Exceptionnel;10;;;0;FábioPortugalChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 16 janvier 2023Exceptionnel;Newport_Bay_Club
Anonyme;France;;1;Janvier 2023;Famille;Commentaire envoyé le 15 janvier 2023;Très bien;8,0;;;0;AnonymeFrancenanJanvier 2023FamilleCommentaire envoyé le 15 janvier 2023Très bien;Newport_Bay_Club
Lars;Allemagne;Chambre Supérieure;2;Janvier 2023;Couple;Commentaire envoyé le 15 janvier 2023;Fabuleux ;9,0;;;0;LarsAllemagneChambre SupérieureJanvier 2023CoupleCommentaire envoyé le 15 janvier 2023Fabuleux ;Newport_Bay_Club
Fahad;Arabie Saoudite;Chambre Supérieure avec Terrasse;1;Novembre 2022;Famille;Commentaire envoyé le 15 janvier 2023;زيارتي الثانيه للفندق ساعود اليه مره اخرى;10;;;0;FahadArabie SaouditeChambre Supérieure avec TerrasseNovembre 2022FamilleCommentaire envoyé le 15 janvier 2023زيارتي الثانيه للفندق ساعود اليه مره اخرى;Newport_Bay_Club
Richard;France;Chambre Club Compass (2 Adultes);1;Janvier 2023;Couple;Commentaire envoyé le 14 janvier 2023;Agréable;6,0;;;0;RichardFranceChambre Club Compass (2 Adultes)Janvier 2023CoupleCommentaire envoyé le 14 janvier 2023Agréable;Newport_Bay_Club
Tarin;Brésil;Chambre Supérieure;1;Janvier 2023;Famille;Commentaire envoyé le 14 janvier 2023;Exceptionnel;10;;;0;TarinBrésilChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 14 janvier 2023Exceptionnel;Newport_Bay_Club
Cynthia;France;Chambre Supérieure;1;Janvier 2023;Groupe;Commentaire envoyé le 14 janvier 2023;Bien ;7,0;Le style et la décoration de l hôtel mais surtout l extérieur et la reception;"Le standing , je pensais que les prestations auraient été supérieures telles que room service et plus d accompagnement en chambres, bagagerie ..
Peut être le 4* n était pas assez pour mes attentes je le classerai en 3* + . Il y a beaucoup de monde qui se bousculent dans le hall et les couloirs.
Les couloirs sont interminables . Il n y a pas assez d ascenseurs pour ce nombre élevés de chambres et d étages mais le personnel est tellement serviables et gentils.. disons que la logistique est un peu moyenne simplement.";0;CynthiaFranceChambre SupérieureJanvier 2023GroupeCommentaire envoyé le 14 janvier 2023Bien ;Newport_Bay_Club
Gwladys;Nouvelle-Calédonie;Chambre Supérieure;3;Janvier 2023;Famille;Commentaire envoyé le 14 janvier 2023;personnel très à l’écoute, chambre propre;8,0;la proximité avec le par Disneyland Paris;trop brouillant;0;GwladysNouvelle-CalédonieChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 14 janvier 2023personnel très à l’écoute, chambre propre;Newport_Bay_Club
