names;country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;uniqueid;hotel
Lucien;France;Chambre Supérieure - Côté Lac;1;Janvier 2023;Famille;Commentaire envoyé le 10 janvier 2023;A faire;8,0;Hôtel très jolie, personnel agréable, super vue de la chambre.;"Chambre pas très propre (chaussette d'autres personnes sous le lit et chips par terre).
Manque des joints dans la douche qui fuit de partout.
Petit déjeuner vraiment trop chère pour les enfants de 10 et 5 ans (qui ne mange presque rien).";1 ;LucienFranceChambre Supérieure - Côté LacJanvier 2023FamilleCommentaire envoyé le 10 janvier 2023A faire;Newport_Bay_Club
Stella;France;Chambre Supérieure - Côté Lac;1;Janvier 2023;Famille;Commentaire envoyé le 10 janvier 2023;déçue car j’avais demandé une petite attention car le séjour était pour l’anniversaire de notre fils est : RIEN pas même;7,0;"l’accueil était parfait 
la décoration également";"l’emplacement de la chambre. nous étions certes côté lac mais à l’extrémité de l’aile côté piscine derrière des sapins qui nous ne donne aucune vue!
pas très cool !";0;StellaFranceChambre Supérieure - Côté LacJanvier 2023FamilleCommentaire envoyé le 10 janvier 2023déçue car j’avais demandé une petite attention car le séjour était pour l’anniversaire de notre fils est : RIEN pas même;Newport_Bay_Club
Simone;Australie;Chambre Supérieure - Côté Lac;3;Janvier 2023;Famille;Commentaire envoyé le 10 janvier 2023;Mauvais;1,0;;;0;SimoneAustralieChambre Supérieure - Côté LacJanvier 2023FamilleCommentaire envoyé le 10 janvier 2023Mauvais;Newport_Bay_Club
Telmo;Suisse;Chambre Supérieure - Côté Lac;1;Janvier 2023;Couple;Commentaire envoyé le 9 janvier 2023;Décevant;4,0;;;0;TelmoSuisseChambre Supérieure - Côté LacJanvier 2023CoupleCommentaire envoyé le 9 janvier 2023Décevant;Newport_Bay_Club
Gatosg;Grèce;Chambre Supérieure - Côté Lac;3;Janvier 2023;Famille;Commentaire envoyé le 9 janvier 2023;Exceptionnel;10;;;0;GatosgGrèceChambre Supérieure - Côté LacJanvier 2023FamilleCommentaire envoyé le 9 janvier 2023Exceptionnel;Newport_Bay_Club
Noura;Koweït;Chambre Supérieure;3;Janvier 2023;Famille;Commentaire envoyé le 9 janvier 2023;the room was not clean well the stuff welcomed wasn’t great;4,0;;;0;NouraKoweïtChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 9 janvier 2023the room was not clean well the stuff welcomed wasn’t great;Newport_Bay_Club
Dauchat;Belgique;Chambre Supérieure;1;Janvier 2023;Groupe;Commentaire envoyé le 9 janvier 2023;Très bien;8,0;;;0;DauchatBelgiqueChambre SupérieureJanvier 2023GroupeCommentaire envoyé le 9 janvier 2023Très bien;Newport_Bay_Club
Mauro;Italie;Chambre Supérieure - Côté Lac;2;Janvier 2023;Famille;Commentaire envoyé le 9 janvier 2023;Exceptionnel;10;;;0;MauroItalieChambre Supérieure - Côté LacJanvier 2023FamilleCommentaire envoyé le 9 janvier 2023Exceptionnel;Newport_Bay_Club
Jean-marc;France;Chambre Supérieure;2;Janvier 2023;Couple;Commentaire envoyé le 8 janvier 2023;Exceptionnel;10;;;0;Jean-marcFranceChambre SupérieureJanvier 2023CoupleCommentaire envoyé le 8 janvier 2023Exceptionnel;Newport_Bay_Club
Jose;Brésil;Chambre Supérieure;3;Janvier 2023;Famille;Commentaire envoyé le 8 janvier 2023;Já ficamos em outros hotéis da Disney, esse nao compensa o custo benefício pela desorganização e a multidão de gente que;4,0;;;0;JoseBrésilChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 8 janvier 2023Já ficamos em outros hotéis da Disney, esse nao compensa o custo benefício pela desorganização e a multidão de gente que;Newport_Bay_Club
Marco;Italie;Chambre Supérieure;1;Janvier 2023;Famille;Commentaire envoyé le 7 janvier 2023;Delusione;5,0;;;0;MarcoItalieChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 7 janvier 2023Delusione;Newport_Bay_Club
Sadeka;Israël;Chambre Supérieure;1;Janvier 2023;Famille;Commentaire envoyé le 7 janvier 2023;Exceptionnel;10;;;0;SadekaIsraëlChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 7 janvier 2023Exceptionnel;Newport_Bay_Club
Paula;Australie;Chambre Supérieure;2;Janvier 2023;Famille;Commentaire envoyé le 7 janvier 2023;Très bien;8,0;;;0;PaulaAustralieChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 7 janvier 2023Très bien;Newport_Bay_Club
Amin;Israël;Chambre Supérieure;3;Janvier 2023;Famille;Commentaire envoyé le 6 janvier 2023;Agréable;6,0;;;0;AminIsraëlChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 6 janvier 2023Agréable;Newport_Bay_Club
Makiko;Japon;Chambre Supérieure;1;Décembre 2022;Famille;Commentaire envoyé le 6 janvier 2023;施設リニューアル必要;5,0;;;0;MakikoJaponChambre SupérieureDécembre 2022FamilleCommentaire envoyé le 6 janvier 2023施設リニューアル必要;Newport_Bay_Club
山下;France;Chambre Supérieure;1;Janvier 2023;Famille;Commentaire envoyé le 6 janvier 2023;Très bien;8,0;;;0;山下FranceChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 6 janvier 2023Très bien;Newport_Bay_Club
Natalia;Espagne;Chambre Supérieure - Côté Lac;1;Janvier 2023;Famille;Commentaire envoyé le 6 janvier 2023;Très bien;8,0;;;0;NataliaEspagneChambre Supérieure - Côté LacJanvier 2023FamilleCommentaire envoyé le 6 janvier 2023Très bien;Newport_Bay_Club
Ludivine;France;Chambre Supérieure;1;Janvier 2023;Famille;Commentaire envoyé le 6 janvier 2023;bien mais sans plus;5,0;décor;pas très propre bouteille d eau dans les couloirs et assiettes et tapis sales;0;LudivineFranceChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 6 janvier 2023bien mais sans plus;Newport_Bay_Club
Robin;Belgique;Chambre Supérieure;1;Janvier 2023;Couple;Commentaire envoyé le 6 janvier 2023;Fabuleux ;9,0;;;0;RobinBelgiqueChambre SupérieureJanvier 2023CoupleCommentaire envoyé le 6 janvier 2023Fabuleux ;Newport_Bay_Club
Nathalie;France;Chambre Supérieure;2;Décembre 2022;Famille;Commentaire envoyé le 5 janvier 2023;super mais le prix de l hôtel est trop important alors qu il est vieillissant;7,0;le buffet. la localisation;propreté;1 ;NathalieFranceChambre SupérieureDécembre 2022FamilleCommentaire envoyé le 5 janvier 2023super mais le prix de l hôtel est trop important alors qu il est vieillissant;Newport_Bay_Club
John;Malte;Chambre Supérieure;1;Décembre 2022;Famille;Commentaire envoyé le 5 janvier 2023;Bien ;7,0;;;0;JohnMalteChambre SupérieureDécembre 2022FamilleCommentaire envoyé le 5 janvier 2023Bien ;Newport_Bay_Club
Jeffrey;Allemagne;Chambre Supérieure;1;Octobre 2022;Famille;Commentaire envoyé le 5 janvier 2023;Exceptionnel;10;;;0;JeffreyAllemagneChambre SupérieureOctobre 2022FamilleCommentaire envoyé le 5 janvier 2023Exceptionnel;Newport_Bay_Club
Centa;Belgique;Chambre Supérieure;2;Janvier 2023;Famille;Commentaire envoyé le 5 janvier 2023;Exceptionnel;10;;;0;CentaBelgiqueChambre SupérieureJanvier 2023FamilleCommentaire envoyé le 5 janvier 2023Exceptionnel;Newport_Bay_Club
Anonyme;France;;1;Janvier 2023;Famille;Commentaire envoyé le 4 janvier 2023;magique;10;toroi bien;;0;AnonymeFrancenanJanvier 2023FamilleCommentaire envoyé le 4 janvier 2023magique;Newport_Bay_Club
Karim;Maroc;Chambre Supérieure;1;Octobre 2022;Famille;Commentaire envoyé le 3 janvier 2023;Fabuleux ;9,0;;;0;KarimMarocChambre SupérieureOctobre 2022FamilleCommentaire envoyé le 3 janvier 2023Fabuleux ;Newport_Bay_Club
