Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;UniqueID;hotel
Abs19800;Royaume-Uni;Chambre Supérieure - Vue sur Jardin;2;Novembre 2022;Famille;Commentaire envoyé le 24 décembre 2022;Agréable;6,0;;;0;Abs19800Royaume-UniChambre Supérieure - Vue sur JardinNovembre 2022FamilleCommentaire envoyé le 24 décembre 2022Agréable;New_York
Abs19800;Royaume-Uni;Chambre Supérieure;1;Novembre 2022;Famille;Commentaire envoyé le 24 décembre 2022;Agréable;6,0;;;0;Abs19800Royaume-UniChambre SupérieureNovembre 2022FamilleCommentaire envoyé le 24 décembre 2022Agréable;New_York
Isabel;Afrique du Sud;Chambre Supérieure;1;Décembre 2022;Famille;Commentaire envoyé le 23 décembre 2022;Exceptionnel;10;;;0;IsabelAfrique du SudChambre SupérieureDécembre 2022FamilleCommentaire envoyé le 23 décembre 2022Exceptionnel;New_York
Rong;États-Unis;Chambre Supérieure;1;Décembre 2022;Famille;Commentaire envoyé le 22 décembre 2022;Fabuleux ;9,0;;;0;RongÉtats-UnisChambre SupérieureDécembre 2022FamilleCommentaire envoyé le 22 décembre 2022Fabuleux ;New_York
Robert;Royaume-Uni;Chambre Supérieure - Vue sur Jardin;4;Décembre 2022;Famille;Commentaire envoyé le 20 décembre 2022;Très bien;8,0;;;0;RobertRoyaume-UniChambre Supérieure - Vue sur JardinDécembre 2022FamilleCommentaire envoyé le 20 décembre 2022Très bien;New_York
Aa;Pays-Bas;Chambre Supérieure - Vue sur Jardin;1;Décembre 2022;Couple;Commentaire envoyé le 20 décembre 2022;Très bien;8,0;;;0;AaPays-BasChambre Supérieure - Vue sur JardinDécembre 2022CoupleCommentaire envoyé le 20 décembre 2022Très bien;New_York
Nana;Japon;Chambre Supérieure;1;Décembre 2022;Couple;Commentaire envoyé le 20 décembre 2022;Agréable;6,0;;;0;NanaJaponChambre SupérieureDécembre 2022CoupleCommentaire envoyé le 20 décembre 2022Agréable;New_York
Jean-clément;France;Chambre Supérieure - Vue sur Jardin;1;Décembre 2022;Groupe;Commentaire envoyé le 16 décembre 2022;un calvaire;2,0;honnêtement : RIEN;les chambres laides, minuscules, salle de bain très médiocres;0;Jean-clémentFranceChambre Supérieure - Vue sur JardinDécembre 2022GroupeCommentaire envoyé le 16 décembre 2022un calvaire;New_York
Grace;Royaume-Uni;Chambre Empire;1;Décembre 2022;Couple;Commentaire envoyé le 16 décembre 2022;Amazing experience with friendly, helpful staff;10;;;0;GraceRoyaume-UniChambre EmpireDécembre 2022CoupleCommentaire envoyé le 16 décembre 2022Amazing experience with friendly, helpful staff;New_York
Arnaud;France;Chambre Empire;1;Décembre 2022;Famille;Commentaire envoyé le 12 décembre 2022;Mauvais;1,0;;;0;ArnaudFranceChambre EmpireDécembre 2022FamilleCommentaire envoyé le 12 décembre 2022Mauvais;New_York
Carin;Italie;Chambre Supérieure - Vue sur Jardin;2;Décembre 2022;Famille;Commentaire envoyé le 11 décembre 2022;Passable;5,0;;;0;CarinItalieChambre Supérieure - Vue sur JardinDécembre 2022FamilleCommentaire envoyé le 11 décembre 2022Passable;New_York
Elisabeth;France;Chambre Supérieure - Vue sur Jardin;1;Octobre 2022;Couple;Commentaire envoyé le 11 décembre 2022;Bien ;7,0;;;0;ElisabethFranceChambre Supérieure - Vue sur JardinOctobre 2022CoupleCommentaire envoyé le 11 décembre 2022Bien ;New_York
Celine;France;Chambre Supérieure - Vue sur Jardin;1;Décembre 2022;Famille;Commentaire envoyé le 11 décembre 2022;Vol effet personnel dans la chambre;1,0;Le reste;Nous avons eu le malheur d' oublier notre lisseur à cheveux à 300e dans la salle de bain. Nous avons aussitôt appeler l hôtel pour les aviser. Les femmes de chambre avaient déjà fait la chambre et le lisseur avait mystérieusement disparu. Il était introuvable. C est une honte dans un hôtel de ce standing à presque 900e la nuit. Je déconseille cet hôtel car nous nous sommes fait voler notre lisseur. Dépôt de plainte en cours..une honte;0;CelineFranceChambre Supérieure - Vue sur JardinDécembre 2022FamilleCommentaire envoyé le 11 décembre 2022Vol effet personnel dans la chambre;New_York
Darren;Australie;Chambre Supérieure - Vue sur Jardin;2;Décembre 2022;Famille;Commentaire envoyé le 10 décembre 2022;very nice hotel with lots of Disney characters.;8,0;;;0;DarrenAustralieChambre Supérieure - Vue sur JardinDécembre 2022FamilleCommentaire envoyé le 10 décembre 2022very nice hotel with lots of Disney characters.;New_York
Patrick;France;Chambre Supérieure;1;Décembre 2022;Famille;Commentaire envoyé le 9 décembre 2022;idéal pour un noël à l'ambiance MARVEL....chapeau!;10;design de l'hôtel , emplacement , petit déjeuner...;rien;0;PatrickFranceChambre SupérieureDécembre 2022FamilleCommentaire envoyé le 9 décembre 2022idéal pour un noël à l'ambiance MARVEL....chapeau!;New_York
David;Royaume-Uni;Chambre Supérieure - Vue sur Jardin;2;Décembre 2022;Famille;Commentaire envoyé le 7 décembre 2022;Fabuleux ;9,0;;;0;DavidRoyaume-UniChambre Supérieure - Vue sur JardinDécembre 2022FamilleCommentaire envoyé le 7 décembre 2022Fabuleux ;New_York
Adi;Arabie saoudite;Chambre Empire;2;Octobre 2022;Famille;Commentaire envoyé le 7 décembre 2022;Très bien;8,0;;;0;AdiArabie saouditeChambre EmpireOctobre 2022FamilleCommentaire envoyé le 7 décembre 2022Très bien;New_York
Anonyme;France;;1;Décembre 2022;Famille;Commentaire envoyé le 6 décembre 2022;Exceptionnel;10;;;0;AnonymeFrancenanDécembre 2022FamilleCommentaire envoyé le 6 décembre 2022Exceptionnel;New_York
Victoire;Irlande;Chambre Supérieure - Vue sur Jardin;1;Novembre 2022;Famille;Commentaire envoyé le 5 décembre 2022;Exceptionnel;10;;;0;VictoireIrlandeChambre Supérieure - Vue sur JardinNovembre 2022FamilleCommentaire envoyé le 5 décembre 2022Exceptionnel;New_York
Michael;France;Chambre Supérieure - Vue sur Jardin;1;Décembre 2022;Couple;Commentaire envoyé le 5 décembre 2022;Excellent;10;Très propre, confortable, bien insonorisé . Déco au top;;0;MichaelFranceChambre Supérieure - Vue sur JardinDécembre 2022CoupleCommentaire envoyé le 5 décembre 2022Excellent;New_York
Laura;Royaume-Uni;Chambre Empire;2;Décembre 2022;Famille;Commentaire envoyé le 2 décembre 2022;Très bien;8,0;;;0;LauraRoyaume-UniChambre EmpireDécembre 2022FamilleCommentaire envoyé le 2 décembre 2022Très bien;New_York
Jennifer;France;Chambre Supérieure;1;Novembre 2022;Famille;Commentaire envoyé le 1 décembre 2022;Exceptionnel;10;;;0;JenniferFranceChambre SupérieureNovembre 2022FamilleCommentaire envoyé le 1 décembre 2022Exceptionnel;New_York
Ashraf;Arabie saoudite;Chambre Supérieure avec Terrasse;2;Décembre 2022;Famille;Commentaire envoyé le 1 décembre 2022;great;10;;;0;AshrafArabie saouditeChambre Supérieure avec TerrasseDécembre 2022FamilleCommentaire envoyé le 1 décembre 2022great;New_York
Yasser;Arabie saoudite;Chambre Supérieure - Vue sur Jardin;3;Novembre 2022;Famille;Commentaire envoyé le 28 novembre 2022;Bien ;7,0;;;0;YasserArabie saouditeChambre Supérieure - Vue sur JardinNovembre 2022FamilleCommentaire envoyé le 28 novembre 2022Bien ;New_York
Shaher;Arabie saoudite;Chambre Supérieure - Vue sur Jardin;2;Novembre 2022;Famille;Commentaire envoyé le 28 novembre 2022;Passable;5,0;;;0;ShaherArabie saouditeChambre Supérieure - Vue sur JardinNovembre 2022FamilleCommentaire envoyé le 28 novembre 2022Passable;New_York
Anonyme;Turquie;;1;Novembre 2022;Famille;Commentaire envoyé le 26 novembre 2022;great location, helpfull staff, not great food;9,0;;;0;AnonymeTurquienanNovembre 2022FamilleCommentaire envoyé le 26 novembre 2022great location, helpfull staff, not great food;New_York
Val;France;Chambre Supérieure - Vue sur Jardin;1;Novembre 2022;Groupe;Commentaire envoyé le 26 novembre 2022;Juste magnifique!;10;Superbe chambre, décoration magnifique, technologie au top;;0;ValFranceChambre Supérieure - Vue sur JardinNovembre 2022GroupeCommentaire envoyé le 26 novembre 2022Juste magnifique!;New_York
Sebastiano;Italie;Chambre Supérieure;1;Octobre 2022;Couple;Commentaire envoyé le 24 novembre 2022;Exceptionnel;10;;;0;SebastianoItalieChambre SupérieureOctobre 2022CoupleCommentaire envoyé le 24 novembre 2022Exceptionnel;New_York
Kikelomo;Turquie;Chambre Supérieure avec Terrasse;1;Novembre 2022;Groupe;Commentaire envoyé le 24 novembre 2022;Mauvais;1,0;;;0;KikelomoTurquieChambre Supérieure avec TerrasseNovembre 2022GroupeCommentaire envoyé le 24 novembre 2022Mauvais;New_York
Hélène;France;Chambre Empire;1;Novembre 2022;Famille;Commentaire envoyé le 24 novembre 2022;Hotel bien rénové , emplacement idéal;8,0;l'accueil exceptionnel et la gentillesses des casts du club empire , le petit déjeuner dans la salle isolée : moins bruyant , plus rapide ...;"la taille des lits ! comment peut on mettre des lits si petit dans un hôtel 4 étoiles ? ce n'ai vraiment pas normal , ce motif me questionnera pour mon futur choix d'hôtel ...
le peux d'avantage avec le club level , avant on avait des fast pass gratuit , et le choix de nourriture au goûter était très faible ....";1;HélèneFranceChambre EmpireNovembre 2022FamilleCommentaire envoyé le 24 novembre 2022Hotel bien rénové , emplacement idéal;New_York
Libuše;République tchèque;Chambre Supérieure avec Terrasse;3;Novembre 2022;Famille;Commentaire envoyé le 24 novembre 2022;Exceptionnel;10;;;0;LibušeRépublique tchèqueChambre Supérieure avec TerrasseNovembre 2022FamilleCommentaire envoyé le 24 novembre 2022Exceptionnel;New_York
May;Royaume-Uni;Chambre Supérieure - Vue sur Jardin;2;Novembre 2022;Couple;Commentaire envoyé le 22 novembre 2022;Passable;5,0;;;0;MayRoyaume-UniChambre Supérieure - Vue sur JardinNovembre 2022CoupleCommentaire envoyé le 22 novembre 2022Passable;New_York
Christophe;France;Chambre Supérieure - Vue sur Jardin;1;Novembre 2022;Famille;Commentaire envoyé le 21 novembre 2022;Exceptionnel;10;;;0;ChristopheFranceChambre Supérieure - Vue sur JardinNovembre 2022FamilleCommentaire envoyé le 21 novembre 2022Exceptionnel;New_York
Atsushi;Japon;Chambre Supérieure - Vue sur Jardin;2;Novembre 2022;Famille;Commentaire envoyé le 21 novembre 2022;Mauvais;1,0;;;0;AtsushiJaponChambre Supérieure - Vue sur JardinNovembre 2022FamilleCommentaire envoyé le 21 novembre 2022Mauvais;New_York
Emily;États-Unis;Chambre Supérieure - Vue sur Jardin;1;Novembre 2022;Famille;Commentaire envoyé le 19 novembre 2022;Exceptionnel;10;;;0;EmilyÉtats-UnisChambre Supérieure - Vue sur JardinNovembre 2022FamilleCommentaire envoyé le 19 novembre 2022Exceptionnel;New_York
Luke;Malte;Chambre Supérieure;2;Novembre 2022;Famille;Commentaire envoyé le 18 novembre 2022;Agréable;6,0;;;0;LukeMalteChambre SupérieureNovembre 2022FamilleCommentaire envoyé le 18 novembre 2022Agréable;New_York
Farah;France;Chambre Supérieure;1;Novembre 2022;Couple;Commentaire envoyé le 18 novembre 2022;C’était magique.;10;;;0;FarahFranceChambre SupérieureNovembre 2022CoupleCommentaire envoyé le 18 novembre 2022C’était magique.;New_York
מוטי;Israël;Chambre Supérieure avec Terrasse;2;Novembre 2022;Famille;Commentaire envoyé le 17 novembre 2022;Exceptionnel;10;;;0;מוטיIsraëlChambre Supérieure avec TerrasseNovembre 2022FamilleCommentaire envoyé le 17 novembre 2022Exceptionnel;New_York
Sedat;Turquie;Chambre Supérieure avec Terrasse;2;Novembre 2022;Famille;Commentaire envoyé le 16 novembre 2022;Bien ;7,0;;;0;SedatTurquieChambre Supérieure avec TerrasseNovembre 2022FamilleCommentaire envoyé le 16 novembre 2022Bien ;New_York
Engin;Turquie;Chambre Supérieure - Vue sur Jardin;3;Novembre 2022;Groupe;Commentaire envoyé le 16 novembre 2022;Mauvais;1,0;;;0;EnginTurquieChambre Supérieure - Vue sur JardinNovembre 2022GroupeCommentaire envoyé le 16 novembre 2022Mauvais;New_York
Déborah;Belgique;Chambre Supérieure;1;Novembre 2022;Groupe;Commentaire envoyé le 15 novembre 2022;Une séjour agréable;10;"Accueil au top. 
Personnel agréable, à l’écoute et de bon conseil. 
Le restaurant Manhattan est très beau et bon.";"Rien. 
Juste dommage que le Hammam était hors service.";0;DéborahBelgiqueChambre SupérieureNovembre 2022GroupeCommentaire envoyé le 15 novembre 2022Une séjour agréable;New_York
Adelin;France;Chambre Supérieure;1;Novembre 2022;Couple;Commentaire envoyé le 14 novembre 2022;Séjour très agréable au cours duquel on a vraiment l’impression d’être dans un cocon;9,0;Le thème, la décoration dans les parties communes ET les chambres, les équipements, le confort, la proximité du parc et du Disney Village, le personnel;La vue sur les toits du centre de conférence avec en plus une fenêtre qui ne faisait que la moitié de la zone cachée par les rideaux;0;AdelinFranceChambre SupérieureNovembre 2022CoupleCommentaire envoyé le 14 novembre 2022Séjour très agréable au cours duquel on a vraiment l’impression d’être dans un cocon;New_York
Stephanie;France;Chambre Supérieure;1;Novembre 2022;Famille;Commentaire envoyé le 14 novembre 2022;Exceptionnel;10;;;0;StephanieFranceChambre SupérieureNovembre 2022FamilleCommentaire envoyé le 14 novembre 2022Exceptionnel;New_York
Mélanie;France;Chambre Supérieure - Vue sur Jardin;3;Novembre 2022;Famille;Commentaire envoyé le 14 novembre 2022;magique féerique merveilleux ! je recommande !;10;Tout était parfait ! un hôtel exceptionnel dans un cadre féérique ! c’était tout simplement magique !;;0;MélanieFranceChambre Supérieure - Vue sur JardinNovembre 2022FamilleCommentaire envoyé le 14 novembre 2022magique féerique merveilleux ! je recommande !;New_York
Sophie;France;Chambre Supérieure - Vue sur Jardin;2;Novembre 2022;Famille;Commentaire envoyé le 13 novembre 2022;Un séjour magique dans un superbe hôtel avec un personnel plus qu'aimable;9,0;La salle de bain de la chambre en particulier la douche avec une faible pression de l'eau et la paroi vitrée non étanche à son seuil;;0;SophieFranceChambre Supérieure - Vue sur JardinNovembre 2022FamilleCommentaire envoyé le 13 novembre 2022Un séjour magique dans un superbe hôtel avec un personnel plus qu'aimable;New_York
Anonyme;France;;1;Novembre 2022;Famille;Commentaire envoyé le 11 novembre 2022;Exceptionnel;10;;;0;AnonymeFrancenanNovembre 2022FamilleCommentaire envoyé le 11 novembre 2022Exceptionnel;New_York
Ann;Belgique;Chambre Supérieure;2;Novembre 2022;Voyageur individuel;Commentaire envoyé le 11 novembre 2022;Très bien;8,0;;;0;AnnBelgiqueChambre SupérieureNovembre 2022Voyageur individuelCommentaire envoyé le 11 novembre 2022Très bien;New_York
Jean;France;Chambre Supérieure;1;Novembre 2022;Famille;Commentaire envoyé le 11 novembre 2022;Séjour beaucoup trop cher pour le service, espace bar insipide, personnel à la réception du bar NUL.;2,0;LITERIE;prix, personnel réception, conciergerie, bar, boutique;0;JeanFranceChambre SupérieureNovembre 2022FamilleCommentaire envoyé le 11 novembre 2022Séjour beaucoup trop cher pour le service, espace bar insipide, personnel à la réception du bar NUL.;New_York
方絜;Taïwan;Chambre Supérieure - Vue sur Jardin;1;Novembre 2022;Famille;Commentaire envoyé le 11 novembre 2022;Exceptionnel;10;;;0;方絜TaïwanChambre Supérieure - Vue sur JardinNovembre 2022FamilleCommentaire envoyé le 11 novembre 2022Exceptionnel;New_York
Adeline;France;Chambre Supérieure;1;Novembre 2022;Groupe;Commentaire envoyé le 10 novembre 2022;Fabuleux ;9,0;;;0;AdelineFranceChambre SupérieureNovembre 2022GroupeCommentaire envoyé le 10 novembre 2022Fabuleux ;New_York
Aymeric;France;Chambre Supérieure;1;Novembre 2022;Couple;Commentaire envoyé le 10 novembre 2022;Vraiment sublime;10;Absolument tout du personnel a la restauration à la chambre rien à redire à part que je suis vraiment ravi d avoir eu la chance d y séjourné ,vraiment magnifique.bravo;J ai tout apprécié sauf de devoir partir;0;AymericFranceChambre SupérieureNovembre 2022CoupleCommentaire envoyé le 10 novembre 2022Vraiment sublime;New_York
Daria;Royaume-Uni;Chambre Supérieure;2;Novembre 2022;Groupe;Commentaire envoyé le 10 novembre 2022;Mauvais;1,0;;;0;DariaRoyaume-UniChambre SupérieureNovembre 2022GroupeCommentaire envoyé le 10 novembre 2022Mauvais;New_York
Lejeunes;France;Chambre Supérieure;2;Novembre 2022;Famille;Commentaire envoyé le 10 novembre 2022;Exceptionnel;10;L'ensemble de l'hôtel;Rien a dire;0;LejeunesFranceChambre SupérieureNovembre 2022FamilleCommentaire envoyé le 10 novembre 2022Exceptionnel;New_York
Rashid;Émirats arabes unis;Chambre Supérieure avec Terrasse;2;Novembre 2022;Famille;Commentaire envoyé le 8 novembre 2022;Très bien;8,0;;;0;RashidÉmirats arabes unisChambre Supérieure avec TerrasseNovembre 2022FamilleCommentaire envoyé le 8 novembre 2022Très bien;New_York
Lounis;France;Chambre Supérieure - Vue sur Jardin;1;Octobre 2022;Couple;Commentaire envoyé le 8 novembre 2022;Exceptionnel;10;;;0;LounisFranceChambre Supérieure - Vue sur JardinOctobre 2022CoupleCommentaire envoyé le 8 novembre 2022Exceptionnel;New_York
Celine;France;Chambre Supérieure - Vue sur Jardin;1;Novembre 2022;Famille;Commentaire envoyé le 7 novembre 2022;Fabuleux ;9,0;;;0;CelineFranceChambre Supérieure - Vue sur JardinNovembre 2022FamilleCommentaire envoyé le 7 novembre 2022Fabuleux ;New_York
Kevin;France;Chambre Supérieure - Vue sur Jardin;1;Novembre 2022;Couple;Commentaire envoyé le 7 novembre 2022;bien mais cher;7,0;les décors, les casts, la chambre;"le prix. le fait qu’on nous a pas proposé de reduc au downtown car ma femme a fait une sleeve.
les oreillers de la chambre trop mou.
j’avais demandé que la chambre soit modifié pour l’anniversaire de ma femme et ça n’a pas été fait.
nous n’avons pas eu de badge";0;KevinFranceChambre Supérieure - Vue sur JardinNovembre 2022CoupleCommentaire envoyé le 7 novembre 2022bien mais cher;New_York
Severine;France;Chambre Supérieure;1;Novembre 2022;Famille;Commentaire envoyé le 7 novembre 2022;le top du top;10;;;0;SeverineFranceChambre SupérieureNovembre 2022FamilleCommentaire envoyé le 7 novembre 2022le top du top;New_York
Christel;Belgique;Chambre Supérieure - Vue sur Jardin;2;Novembre 2022;Famille;Commentaire envoyé le 5 novembre 2022;Dommage;7,0;Le personnel très souriant et au petit soin pour tout lf monde. Bravo à eux 🏆;"La température trop fraîche dans le restaurant. J'ai d'ailleurs gardé ma veste. Et dommage pour le hammam qui était hors service.
2556 € pour 2 nuits (pour 1 adulte et 2 ados) sans petit déjeuner, sans entrées au parc (et devoir garder sa veste pour manger :-( pas top";0;ChristelBelgiqueChambre Supérieure - Vue sur JardinNovembre 2022FamilleCommentaire envoyé le 5 novembre 2022Dommage;New_York
Caroline;Belgique;Chambre Supérieure - Vue sur Jardin;1;Novembre 2022;Famille;Commentaire envoyé le 1 novembre 2022;bon séjour les enfants ont adoré;8,0;"la déco est exceptionnelle, les chambres sont agréables et le personnel sympathique.
le décor fait rêver petits et grands enfants ✨";le prix est un peu élevé par nuit;0;CarolineBelgiqueChambre Supérieure - Vue sur JardinNovembre 2022FamilleCommentaire envoyé le 1 novembre 2022bon séjour les enfants ont adoré;New_York
Anonyme;Serbie;;4;Octobre 2022;Famille;Commentaire envoyé le 1 novembre 2022;Fabuleux ;9,0;;;0;AnonymeSerbienanOctobre 2022FamilleCommentaire envoyé le 1 novembre 2022Fabuleux ;New_York
Susan;Royaume-Uni;Chambre Empire;2;Octobre 2022;Famille;Commentaire envoyé le 30 octobre 2022;Exceptionnel;10;;;0;SusanRoyaume-UniChambre EmpireOctobre 2022FamilleCommentaire envoyé le 30 octobre 2022Exceptionnel;New_York
Iris;Pays-Bas;Chambre Supérieure;1;Octobre 2022;Famille;Commentaire envoyé le 27 octobre 2022;Très bien;8,0;;;0;IrisPays-BasChambre SupérieureOctobre 2022FamilleCommentaire envoyé le 27 octobre 2022Très bien;New_York
Rogério;Brésil;Chambre Supérieure;1;Septembre 2022;Famille;Commentaire envoyé le 26 octobre 2022;Muito caro para o que oferecesse;8,0;;;0;RogérioBrésilChambre SupérieureSeptembre 2022FamilleCommentaire envoyé le 26 octobre 2022Muito caro para o que oferecesse;New_York
Remi;France;Chambre Supérieure;1;Septembre 2022;Couple;Commentaire envoyé le 22 octobre 2022;Très bien;8,0;;;0;RemiFranceChambre SupérieureSeptembre 2022CoupleCommentaire envoyé le 22 octobre 2022Très bien;New_York
Mansour;Arabie saoudite;Chambre Supérieure avec Terrasse;1;Octobre 2022;Couple;Commentaire envoyé le 22 octobre 2022;Exceptionnel;10;;;0;MansourArabie saouditeChambre Supérieure avec TerrasseOctobre 2022CoupleCommentaire envoyé le 22 octobre 2022Exceptionnel;New_York
Larisa;Ukraine;Chambre Supérieure - Vue sur Jardin;1;Août 2022;Famille;Commentaire envoyé le 21 octobre 2022;Très bien;8,0;;;0;LarisaUkraineChambre Supérieure - Vue sur JardinAoût 2022FamilleCommentaire envoyé le 21 octobre 2022Très bien;New_York
Linda;Pays-Bas;Chambre Supérieure - Vue sur Jardin;1;Septembre 2022;Famille;Commentaire envoyé le 21 octobre 2022;Had niks leuks;3,0;;;0;LindaPays-BasChambre Supérieure - Vue sur JardinSeptembre 2022FamilleCommentaire envoyé le 21 octobre 2022Had niks leuks;New_York
Aurelio;Suisse;Chambre Supérieure;3;Octobre 2022;Couple;Commentaire envoyé le 21 octobre 2022;Très bien;8,0;;;0;AurelioSuisseChambre SupérieureOctobre 2022CoupleCommentaire envoyé le 21 octobre 2022Très bien;New_York
Alessandro;Italie;Chambre Supérieure - Vue sur Jardin;2;Octobre 2022;Famille;Commentaire envoyé le 20 octobre 2022;Fabuleux ;9,0;;;0;AlessandroItalieChambre Supérieure - Vue sur JardinOctobre 2022FamilleCommentaire envoyé le 20 octobre 2022Fabuleux ;New_York
Ira;Pays-Bas;Chambre Supérieure avec Terrasse;2;Octobre 2022;Groupe;Commentaire envoyé le 20 octobre 2022;Veel te dure poppenkast zonder echte kwaliteit, heel jammer.;4,0;;;0;IraPays-BasChambre Supérieure avec TerrasseOctobre 2022GroupeCommentaire envoyé le 20 octobre 2022Veel te dure poppenkast zonder echte kwaliteit, heel jammer.;New_York
Camille-anne;France;Chambre Supérieure - Vue sur Jardin;1;Octobre 2022;Couple;Commentaire envoyé le 20 octobre 2022;A faire pour célébrer quelque chose :);10;"L'aspect de l'hôtel, son calme et son confort. 
Respect de la thématique marvel, dans une classe la plus totale.";La température de la chambre était trop élevée, j'ai eu du mal à la faire descendre.;0;Camille-anneFranceChambre Supérieure - Vue sur JardinOctobre 2022CoupleCommentaire envoyé le 20 octobre 2022A faire pour célébrer quelque chose :);New_York
