Names;Country;room_type;nuitee;reservation_date;traveler_infos;date_review;review_title;grade_review;positive_review;negative_review;usefulness_review;UniqueID;hotel
Peggy;France;Chambre Standard Proche des Installations Hôtelières;1;Décembre 2022;Famille;Commentaire envoyé le 28 décembre 2022;Désillusion totale!!!;4;"l emplacement
la gentillesse du personnel 
la restauration";"la liste va être longue:
- odeurs de la restauration dans tout le hall
- hôtel vieillissant: couloirs avec une moquette défraîchie, de la tapisserie décollée, odeur de renfermé dans les couloirs
- chambre sans confort, sans intimité (pas de porte dans la première partie) avec une installation électrique archaïque.
Après j avoue que je pensais que. pour l avoir vu fermé l année passée, il avait été rénové!!!";Na;PeggyFranceChambre Standard Proche des Installations HôtelièresDécembre 2022FamilleCommentaire envoyé le 28 décembre 2022Désillusion totale!!!;Sequoia_Lodge
Anonyme;Belgique;empty;1;Décembre 2022;Famille;Commentaire envoyé le 28 décembre 2022;magique;10;tout;empty;Na;AnonymeBelgiqueemptyDécembre 2022FamilleCommentaire envoyé le 28 décembre 2022magique;Sequoia_Lodge
Michelle;États-Unis;Chambre Standard Proche des Installations Hôtelières;3;Décembre 2022;Groupe;Commentaire envoyé le 27 décembre 2022;Overall we loved the area, and the theming of the lodge. We highly recommend.;8;;;Na;MichelleÉtats-UnisChambre Standard Proche des Installations HôtelièresDécembre 2022GroupeCommentaire envoyé le 27 décembre 2022Overall we loved the area, and the theming of the lodge. We highly recommend.;Sequoia_Lodge
Michael;France;Chambre Standard;1;oct-22;Groupe;Commentaire envoyé le 27 décembre 2022;Exceptionnel;10;empty;empty;0;MichaelFranceChambre StandardOctobre 2022GroupeCommentaire envoyé le 27 décembre 2022Exceptionnel;Sequoia_Lodge
Dammaretz;France;Chambre Standard Proche des Installations Hôtelières;1;oct-22;Couple;Commentaire envoyé le 27 décembre 2022;très agréable;8;la proximité du parc, les équipements comme la piscine et le personnel très serviable. bon rapport qualité prix.;la salle de bain qui mérite d’être rafraîchie ainsi que la décoration de la chambre.;Na;DammaretzFranceChambre Standard Proche des Installations HôtelièresOctobre 2022CoupleCommentaire envoyé le 27 décembre 2022très agréable;Sequoia_Lodge
Vaquero;Espagne;Chambre Standard Proche des Installations Hôtelières;2;Décembre 2022;Famille;Commentaire envoyé le 25 décembre 2022;Agréable;6;empty;empty;0;VaqueroEspagneChambre Standard Proche des Installations HôtelièresDécembre 2022FamilleCommentaire envoyé le 25 décembre 2022Agréable;Sequoia_Lodge
Lorianne;Belgique;Chambre Golden Forest Club - Côté Lac;2;oct-22;Famille;Commentaire envoyé le 24 décembre 2022;Exceptionnel;10;empty;empty;0;LorianneBelgiqueChambre Golden Forest Club - Côté LacOctobre 2022FamilleCommentaire envoyé le 24 décembre 2022Exceptionnel;Sequoia_Lodge
Peggy;Belgique;Chambre Standard;1;Décembre 2022;Voyageur individuel;Commentaire envoyé le 23 décembre 2022;Très bien;8;empty;empty;0;PeggyBelgiqueChambre StandardDécembre 2022Voyageur individuelCommentaire envoyé le 23 décembre 2022Très bien;Sequoia_Lodge
Sandie;France;Chambre Standard Proche des Installations Hôtelières;1;Décembre 2022;Famille;Commentaire envoyé le 23 décembre 2022;Séjour fabuleux;9;Hôtel situé dans un cadre exceptionnel au milieu des sapins. Nous avons apprécié le calme, la propreté de l'hôtel, le personnel accueillant et souriant. De plus l'hôtel est proche de Disney Village et des parcs avec des navettes gratuites mises à disposition ou possibilité de s'y rendre à pied.;empty;Na;SandieFranceChambre Standard Proche des Installations HôtelièresDécembre 2022FamilleCommentaire envoyé le 23 décembre 2022Séjour fabuleux;Sequoia_Lodge
Thomas;France;Chambre Standard Proche des Installations Hôtelières;1;nov-22;Famille;Commentaire envoyé le 20 décembre 2022;Décevant;4;empty;empty;0;ThomasFranceChambre Standard Proche des Installations HôtelièresNovembre 2022FamilleCommentaire envoyé le 20 décembre 2022Décevant;Sequoia_Lodge
Megane;Belgique;Chambre Golden Forest Club;2;sept-22;Groupe;Commentaire envoyé le 20 décembre 2022;très agréable et dépaysant le temps d’un week-end;10;le service du golden forest club est impeccable;rien;Na;MeganeBelgiqueChambre Golden Forest ClubSeptembre 2022GroupeCommentaire envoyé le 20 décembre 2022très agréable et dépaysant le temps d’un week-end;Sequoia_Lodge
Van;France;Chambre Standard;1;Décembre 2022;Famille;Commentaire envoyé le 20 décembre 2022;Bon séjour;7;Bon hôtel. Chambre propre. Lit confortable.;Dommage que nous étions dans un des bâtiments annexes. Il n y avait pas de distributeur de boissons chaudes. Nous devions nous déplacer dans le bâtiment principal et pas de bouilloire.;Na;VanFranceChambre StandardDécembre 2022FamilleCommentaire envoyé le 20 décembre 2022Bon séjour;Sequoia_Lodge
Fiona;France;Chambre Standard;1;Décembre 2022;Couple;Commentaire envoyé le 19 décembre 2022;Super séjour de Noël au parc;7;Le séjour, la décoration de l'hôtel. Super bien décoré pour Noël comme à chaque fois. Confort des chambres et des lit. température nickel ni trop chaud ni froid.;La distance de la chambre à la réception, nous étions dans les lodges du fond, la dernière pour le prix payé.. Pas de carte de bienvenue, badge refusé par la cast member. Chambre pas super propre, draps déchirés.. Cast du soir qui nous envoie balader.. Heureusement qu'une responsable a pris en charge notre mécontentement en faisant un geste pour faire au mieux notre séjour. Deux fois que nous avons fait cet hôtel et déçus 2 fois..;Na;FionaFranceChambre StandardDécembre 2022CoupleCommentaire envoyé le 19 décembre 2022Super séjour de Noël au parc;Sequoia_Lodge
Caroline;France;Chambre Standard;1;Décembre 2022;Famille;Commentaire envoyé le 18 décembre 2022;Très bien;8;Très bel hôtel et bien situé pour le parc Disney 5 min à pied de l’entrée;"Le bruit extérieur une partie de la nuit 
Nous étions côté marchandises";0;CarolineFranceChambre StandardDécembre 2022FamilleCommentaire envoyé le 18 décembre 2022Très bien;Sequoia_Lodge
Sandrine;France;Chambre Standard Proche des Installations Hôtelières - Côté Lac;1;nov-22;Famille;Commentaire envoyé le 18 décembre 2022;Très bien;8;empty;empty;0;SandrineFranceChambre Standard Proche des Installations Hôtelières - Côté LacNovembre 2022FamilleCommentaire envoyé le 18 décembre 2022Très bien;Sequoia_Lodge
Xavier;France;Chambre Standard Proche des Installations Hôtelières;1;Décembre 2022;Voyageur individuel;Commentaire envoyé le 18 décembre 2022;Fabuleux ;9;empty;empty;0;XavierFranceChambre Standard Proche des Installations HôtelièresDécembre 2022Voyageur individuelCommentaire envoyé le 18 décembre 2022Fabuleux ;Sequoia_Lodge
Guan;Singapour;Chambre Standard Proche des Installations Hôtelières;2;Décembre 2022;Famille;Commentaire envoyé le 18 décembre 2022;Overall a pleasant experience.;8;;;0;GuanSingapourChambre Standard Proche des Installations HôtelièresDécembre 2022FamilleCommentaire envoyé le 18 décembre 2022Overall a pleasant experience.;Sequoia_Lodge
Zoey;États-Unis;Chambre Standard;1;sept-22;Couple;Commentaire envoyé le 17 décembre 2022;Très bien;8;empty;empty;0;ZoeyÉtats-UnisChambre StandardSeptembre 2022CoupleCommentaire envoyé le 17 décembre 2022Très bien;Sequoia_Lodge
Robert;Royaume-Uni;Chambre Standard Proche des Installations Hôtelières;2;Décembre 2022;Famille;Commentaire envoyé le 17 décembre 2022;Médiocre ;2;empty;empty;0;RobertRoyaume-UniChambre Standard Proche des Installations HôtelièresDécembre 2022FamilleCommentaire envoyé le 17 décembre 2022Médiocre ;Sequoia_Lodge
Monia;Italie;Chambre Standard Proche des Installations Hôtelières;2;Décembre 2022;Couple;Commentaire envoyé le 17 décembre 2022;Fabuleux ;9;empty;empty;0;MoniaItalieChambre Standard Proche des Installations HôtelièresDécembre 2022CoupleCommentaire envoyé le 17 décembre 2022Fabuleux ;Sequoia_Lodge
Ann;Belgique;Chambre Standard Proche des Installations Hôtelières - Côté Lac;3;Décembre 2022;Famille;Commentaire envoyé le 17 décembre 2022;Fabuleux ;9;empty;empty;0;AnnBelgiqueChambre Standard Proche des Installations Hôtelières - Côté LacDécembre 2022FamilleCommentaire envoyé le 17 décembre 2022Fabuleux ;Sequoia_Lodge
Alice;Portugal;Chambre Standard Proche des Installations Hôtelières;2;Décembre 2022;Famille;Commentaire envoyé le 16 décembre 2022;Incrivel.;10;;;Na;AlicePortugalChambre Standard Proche des Installations HôtelièresDécembre 2022FamilleCommentaire envoyé le 16 décembre 2022Incrivel.;Sequoia_Lodge
Xxx;France;Chambre Golden Forest Club;1;nov-22;Famille;Commentaire envoyé le 15 décembre 2022;Exceptionnel;10;empty;empty;0;XxxFranceChambre Golden Forest ClubNovembre 2022FamilleCommentaire envoyé le 15 décembre 2022Exceptionnel;Sequoia_Lodge
Sophie;France;Chambre Standard;1;Décembre 2022;Voyageur individuel;Commentaire envoyé le 15 décembre 2022;Très bien;8;empty;empty;0;SophieFranceChambre StandardDécembre 2022Voyageur individuelCommentaire envoyé le 15 décembre 2022Très bien;Sequoia_Lodge
Sylvie;France;Chambre Standard;1;Décembre 2022;Couple;Commentaire envoyé le 14 décembre 2022;magnifique;10;tout j’aime tellement cet hôtel;rien;Na;SylvieFranceChambre StandardDécembre 2022CoupleCommentaire envoyé le 14 décembre 2022magnifique;Sequoia_Lodge
Eric;France;Chambre Standard Proche des Installations Hôtelières;1;Décembre 2022;Famille;Commentaire envoyé le 14 décembre 2022;rapport qualité prix déplorable;4;emplacement;"tarif, équipement de la chambre (literie de mauvaise qualité, pas de peignoirs, aucun produit d’accueil, télévision ridiculement petite…) - chambre et salle de bain d’un autre âge - salle du 
petit déjeuner non chauffée, en plein mois de décembre";Na;EricFranceChambre Standard Proche des Installations HôtelièresDécembre 2022FamilleCommentaire envoyé le 14 décembre 2022rapport qualité prix déplorable;Sequoia_Lodge
Delphine;France;Chambre Standard Proche des Installations Hôtelières;2;Décembre 2022;Famille;Commentaire envoyé le 14 décembre 2022;Très bien;8;empty;empty;0;DelphineFranceChambre Standard Proche des Installations HôtelièresDécembre 2022FamilleCommentaire envoyé le 14 décembre 2022Très bien;Sequoia_Lodge
Nancy;France;Chambre Standard;2;Décembre 2022;Famille;Commentaire envoyé le 14 décembre 2022;Exceptionnel;10;Magnifique;empty;Na;NancyFranceChambre StandardDécembre 2022FamilleCommentaire envoyé le 14 décembre 2022Exceptionnel;Sequoia_Lodge
Melanie;France;Chambre Golden Forest Club;1;Décembre 2022;Famille;Commentaire envoyé le 13 décembre 2022;Séjour à disney;5;Le petit déjeuner très copieux et varie.;Les chambres d hôtel perdent niveau qualite:ventilation dee la chambre qui fait énormément de bruit. Mauvaise insonorisation(tous les bruits des autres hôtes s est déplaisant). Table bancale.moins de petites attentions pour un hôtel Disney ça en a beaucoup perdu ?!;Na;MelanieFranceChambre Golden Forest ClubDécembre 2022FamilleCommentaire envoyé le 13 décembre 2022Séjour à disney;Sequoia_Lodge
Nemtzoff;France;Chambre Standard Proche des Installations Hôtelières;2;Décembre 2022;Couple;Commentaire envoyé le 12 décembre 2022;Fabuleux ;9;empty;empty;0;NemtzoffFranceChambre Standard Proche des Installations HôtelièresDécembre 2022CoupleCommentaire envoyé le 12 décembre 2022Fabuleux ;Sequoia_Lodge
Sandy;France;Chambre Standard;1;nov-22;Famille;Commentaire envoyé le 12 décembre 2022;Passable;5;L'emplacement, l'amabilité du personnel;Pas d'eau chaude dans les chambres. La clé désactivée tous les jours. Très mauvaise odeur dans une chambre. Une seule prise dans la chambre.;Na;SandyFranceChambre StandardNovembre 2022FamilleCommentaire envoyé le 12 décembre 2022Passable;Sequoia_Lodge
Florence;France;Chambre Standard Proche des Installations Hôtelières;2;Décembre 2022;Famille;Commentaire envoyé le 12 décembre 2022;rapport qualité /prix effort à fait dans les prestations;6;la situation, la décoration;vu le prix des chambres même pas une bouilloire avec quelques sachets de thé et café, petit déjeuner aussi cher pour les enfants de 6 ans que pour les adultes;Na;FlorenceFranceChambre Standard Proche des Installations HôtelièresDécembre 2022FamilleCommentaire envoyé le 12 décembre 2022rapport qualité /prix effort à fait dans les prestations;Sequoia_Lodge
Oliver;Autriche;Chambre Standard Proche des Installations Hôtelières;4;Décembre 2022;Famille;Commentaire envoyé le 11 décembre 2022;super ideal für eine Reise ins Disneyland;8;;;1;OliverAutricheChambre Standard Proche des Installations HôtelièresDécembre 2022FamilleCommentaire envoyé le 11 décembre 2022super ideal für eine Reise ins Disneyland;Sequoia_Lodge
Patricia;Suisse;Chambre Standard Proche des Installations Hôtelières;2;Décembre 2022;Famille;Commentaire envoyé le 11 décembre 2022;cozy hotel;8;;;Na;PatriciaSuisseChambre Standard Proche des Installations HôtelièresDécembre 2022FamilleCommentaire envoyé le 11 décembre 2022cozy hotel;Sequoia_Lodge
Rinat;Israël;Chambre Standard Proche des Installations Hôtelières;2;Décembre 2022;Famille;Commentaire envoyé le 11 décembre 2022;Passable;5;;;Na;RinatIsraëlChambre Standard Proche des Installations HôtelièresDécembre 2022FamilleCommentaire envoyé le 11 décembre 2022Passable;Sequoia_Lodge
Yann;France;Chambre Standard;1;Décembre 2022;Couple;Commentaire envoyé le 11 décembre 2022;je ne pense pas refaire de séjour dans cet Hôtel malheureusement.;5;j’avais déjà fait un séjour à l’hôtel Sequoia Lodge qui serait très bien passé. donc j’ai voulu réitérer l’expérience.;nous avons été placé dans un bâtiment à côté de l’hôtel qui ressemblait plus à une structure en préfabriqué. pas du tout convenable au niveau de la vue et de l’emplacement. la chambre était vraiment basique sans aucun équipement. même pas de baignoire. très déçu par cet Hôtel … dommage;Na;YannFranceChambre StandardDécembre 2022CoupleCommentaire envoyé le 11 décembre 2022je ne pense pas refaire de séjour dans cet Hôtel malheureusement.;Sequoia_Lodge
Lna078;France;Chambre Standard;1;nov-22;Famille;Commentaire envoyé le 11 décembre 2022;Exceptionnel;10;empty;empty;0;Lna078FranceChambre StandardNovembre 2022FamilleCommentaire envoyé le 11 décembre 2022Exceptionnel;Sequoia_Lodge
Andreas;Allemagne;Chambre Standard;4;Décembre 2022;Famille;Commentaire envoyé le 11 décembre 2022;Wir kommen wieder.;7;;;Na;AndreasAllemagneChambre StandardDécembre 2022FamilleCommentaire envoyé le 11 décembre 2022Wir kommen wieder.;Sequoia_Lodge
Jose;Espagne;Chambre Standard;1;nov-22;Famille;Commentaire envoyé le 11 décembre 2022;Fabuleux ;9;;empty;Na;JoseEspagneChambre StandardNovembre 2022FamilleCommentaire envoyé le 11 décembre 2022Fabuleux ;Sequoia_Lodge
Javier;Espagne;Chambre Standard;3;Décembre 2022;Famille;Commentaire envoyé le 11 décembre 2022;Un sitio idílico pero sin reformar desde hace años;6;;;Na;JavierEspagneChambre StandardDécembre 2022FamilleCommentaire envoyé le 11 décembre 2022Un sitio idílico pero sin reformar desde hace años;Sequoia_Lodge
Anna;Italie;Chambre Standard Proche des Installations Hôtelières;1;Décembre 2022;Famille;Commentaire envoyé le 10 décembre 2022;Agréable;6;empty;empty;0;AnnaItalieChambre Standard Proche des Installations HôtelièresDécembre 2022FamilleCommentaire envoyé le 10 décembre 2022Agréable;Sequoia_Lodge
Jordina;Espagne;Chambre Standard;2;Décembre 2022;Famille;Commentaire envoyé le 10 décembre 2022;Bien ;7;empty;empty;0;JordinaEspagneChambre StandardDécembre 2022FamilleCommentaire envoyé le 10 décembre 2022Bien ;Sequoia_Lodge
Elodie;France;Chambre Standard;1;Décembre 2022;Famille;Commentaire envoyé le 9 décembre 2022;Nous n’avons pas pu nous restaurer. Avec deux enfants en bas âge …;1;empty;empty;0;ElodieFranceChambre StandardDécembre 2022FamilleCommentaire envoyé le 9 décembre 2022Nous n’avons pas pu nous restaurer. Avec deux enfants en bas âge …;Sequoia_Lodge
Emeline;France;Chambre Standard;1;nov-22;Couple;Commentaire envoyé le 9 décembre 2022;Fabuleux ;9;empty;empty;0;EmelineFranceChambre StandardNovembre 2022CoupleCommentaire envoyé le 9 décembre 2022Fabuleux ;Sequoia_Lodge
Tracey;Royaume-Uni;Chambre Standard;2;Décembre 2022;Famille;Commentaire envoyé le 9 décembre 2022;Exceptionnel;10;empty;empty;0;TraceyRoyaume-UniChambre StandardDécembre 2022FamilleCommentaire envoyé le 9 décembre 2022Exceptionnel;Sequoia_Lodge
Sousa;Portugal;Chambre Standard Proche des Installations Hôtelières;4;Décembre 2022;Famille;Commentaire envoyé le 8 décembre 2022;Fabuleux ;9;empty;empty;0;SousaPortugalChambre Standard Proche des Installations HôtelièresDécembre 2022FamilleCommentaire envoyé le 8 décembre 2022Fabuleux ;Sequoia_Lodge
Mieke;Belgique;Chambre Standard;1;Décembre 2022;Groupe;Commentaire envoyé le 8 décembre 2022;Zeer aangenaam zoals altijd, wel wat aan de dure kant deze keer;8;;;Na;MiekeBelgiqueChambre StandardDécembre 2022GroupeCommentaire envoyé le 8 décembre 2022Zeer aangenaam zoals altijd, wel wat aan de dure kant deze keer;Sequoia_Lodge
Sebastien;France;Chambre Standard Proche des Installations Hôtelières;1;Décembre 2022;Famille;Commentaire envoyé le 8 décembre 2022;Agréable séjour en famille;9;Après plusieurs séjours au Sequoia nous avons passé un agréable moment comme toujours.Pendant la période de Noël l'hôtel est très bien décoré et très chaleureux. La piscine refaite est magnifique.;L absence de bouilloire et de cafetière dans les chambres et il n y a plus de gel douche Disney dans la salle de bain pour les enfants 😞;Na;SebastienFranceChambre Standard Proche des Installations HôtelièresDécembre 2022FamilleCommentaire envoyé le 8 décembre 2022Agréable séjour en famille;Sequoia_Lodge
Cecile;France;Chambre Standard Proche des Installations Hôtelières;1;nov-22;Couple;Commentaire envoyé le 7 décembre 2022;Assez médiocre ;3;empty;empty;0;CecileFranceChambre Standard Proche des Installations HôtelièresNovembre 2022CoupleCommentaire envoyé le 7 décembre 2022Assez médiocre ;Sequoia_Lodge
Godu;France;Chambre Standard;1;Décembre 2022;Famille;Commentaire envoyé le 7 décembre 2022;Décevant;4;Le monde de disneyland.;Pas de réservation lors de nôtre arrivée.;Na;GoduFranceChambre StandardDécembre 2022FamilleCommentaire envoyé le 7 décembre 2022Décevant;Sequoia_Lodge
Gemma;Espagne;Chambre Standard;2;Décembre 2022;Famille;Commentaire envoyé le 6 décembre 2022;Bien ;7;;;Na;GemmaEspagneChambre StandardDécembre 2022FamilleCommentaire envoyé le 6 décembre 2022Bien ;Sequoia_Lodge
Sonia;Belgique;Chambre Standard Proche des Installations Hôtelières;1;Décembre 2022;Famille;Commentaire envoyé le 6 décembre 2022;Exceptionnel;10;L ambiance de Noël;empty;Na;SoniaBelgiqueChambre Standard Proche des Installations HôtelièresDécembre 2022FamilleCommentaire envoyé le 6 décembre 2022Exceptionnel;Sequoia_Lodge
Corinne;France;Chambre Standard;1;Décembre 2022;Famille;Commentaire envoyé le 5 décembre 2022;Exceptionnel;10;empty;empty;0;CorinneFranceChambre StandardDécembre 2022FamilleCommentaire envoyé le 5 décembre 2022Exceptionnel;Sequoia_Lodge
Clément;France;Chambre Standard Proche des Installations Hôtelières;1;Décembre 2022;Famille;Commentaire envoyé le 5 décembre 2022;Très bien;8;empty;empty;0;ClémentFranceChambre Standard Proche des Installations HôtelièresDécembre 2022FamilleCommentaire envoyé le 5 décembre 2022Très bien;Sequoia_Lodge
Sophie;France;Chambre Standard Proche des Installations Hôtelières - Côté Lac;1;Décembre 2022;Famille;Commentaire envoyé le 5 décembre 2022;Bien ;7;empty;empty;0;SophieFranceChambre Standard Proche des Installations Hôtelières - Côté LacDécembre 2022FamilleCommentaire envoyé le 5 décembre 2022Bien ;Sequoia_Lodge
Nicolas;France;Chambre Golden Forest Club;4;Décembre 2022;Famille;Commentaire envoyé le 5 décembre 2022;Exceptionnel;10;empty;empty;0;NicolasFranceChambre Golden Forest ClubDécembre 2022FamilleCommentaire envoyé le 5 décembre 2022Exceptionnel;Sequoia_Lodge
Philippe;France;Chambre Golden Forest Club - Côté Lac;2;oct-22;Couple;Commentaire envoyé le 5 décembre 2022;Bien ;7;empty;empty;0;PhilippeFranceChambre Golden Forest Club - Côté LacOctobre 2022CoupleCommentaire envoyé le 5 décembre 2022Bien ;Sequoia_Lodge
Philippe;France;Chambre Standard Proche des Installations Hôtelières - Côté Lac;2;Décembre 2022;Famille;Commentaire envoyé le 5 décembre 2022;Bien ;7;empty;empty;0;PhilippeFranceChambre Standard Proche des Installations Hôtelières - Côté LacDécembre 2022FamilleCommentaire envoyé le 5 décembre 2022Bien ;Sequoia_Lodge
Tiffany;France;Chambre Standard Proche des Installations Hôtelières;1;nov-22;Famille;Commentaire envoyé le 5 décembre 2022;Exceptionnel;10;empty;empty;0;TiffanyFranceChambre Standard Proche des Installations HôtelièresNovembre 2022FamilleCommentaire envoyé le 5 décembre 2022Exceptionnel;Sequoia_Lodge
Agnes;France;Chambre Standard;1;Décembre 2022;Famille;Commentaire envoyé le 4 décembre 2022;Le top!!!;10;Endroit parfait pour un séjour chez Mickey;empty;Na;AgnesFranceChambre StandardDécembre 2022FamilleCommentaire envoyé le 4 décembre 2022Le top!!!;Sequoia_Lodge
Sandrine;Belgique;Chambre Standard;1;nov-22;Famille;Commentaire envoyé le 4 décembre 2022;Exceptionnel;10;Golden forest. Personnel agréable. Chambre propre. Parfait;empty;Na;SandrineBelgiqueChambre StandardNovembre 2022FamilleCommentaire envoyé le 4 décembre 2022Exceptionnel;Sequoia_Lodge
Ainarasaizar;Espagne;Chambre Standard;3;Décembre 2022;Famille;Commentaire envoyé le 4 décembre 2022;Decepcion;5;;;Na;AinarasaizarEspagneChambre StandardDécembre 2022FamilleCommentaire envoyé le 4 décembre 2022Decepcion;Sequoia_Lodge
Jm;Pays-Bas;Chambre Standard Proche des Installations Hôtelières - Côté Lac;1;Décembre 2022;Famille;Commentaire envoyé le 4 décembre 2022;Fabuleux ;9;;;Na;JmPays-BasChambre Standard Proche des Installations Hôtelières - Côté LacDécembre 2022FamilleCommentaire envoyé le 4 décembre 2022Fabuleux ;Sequoia_Lodge
Julia;France;Chambre Standard Proche des Installations Hôtelières;1;Décembre 2022;Famille;Commentaire envoyé le 4 décembre 2022;Bien ;7;"Hôtel bien décoré 
Proximité avec le parc disney 
Chambre bien équipée";Restauration très et trop chère;Na;JuliaFranceChambre Standard Proche des Installations HôtelièresDécembre 2022FamilleCommentaire envoyé le 4 décembre 2022Bien ;Sequoia_Lodge
David;France;Chambre Standard;1;Décembre 2022;Famille;Commentaire envoyé le 4 décembre 2022;Décevant;4;empty;empty;0;DavidFranceChambre StandardDécembre 2022FamilleCommentaire envoyé le 4 décembre 2022Décevant;Sequoia_Lodge
Norma;Royaume-Uni;Chambre Standard Proche des Installations Hôtelières;3;Décembre 2022;Couple;Commentaire envoyé le 3 décembre 2022;Exceptionnel;10;empty;empty;0;NormaRoyaume-UniChambre Standard Proche des Installations HôtelièresDécembre 2022CoupleCommentaire envoyé le 3 décembre 2022Exceptionnel;Sequoia_Lodge
Magali;France;Chambre Standard;1;Décembre 2022;Famille;Commentaire envoyé le 3 décembre 2022;Chambres sans magie de Disney 😅;5;L'emplacement à 5min à pieds du Parc Disney;"On paye l'emplacement, pas plus ... 
La chambre est franchement dépassée 
Les équipements sont minimum...
2 prises pour toute la chambre (chambre faite pour 4 adultes) et très éloignées du lit, salle de bains vieille et mal entretenue. 
Bref ... mériterai un bon coup de neuf ou un bon coup de réduction ! Au choix !";Na;MagaliFranceChambre StandardDécembre 2022FamilleCommentaire envoyé le 3 décembre 2022Chambres sans magie de Disney 😅;Sequoia_Lodge
Marie;France;Chambre Standard;1;nov-22;Couple;Commentaire envoyé le 3 décembre 2022;Bien ;7;empty;empty;0;MarieFranceChambre StandardNovembre 2022CoupleCommentaire envoyé le 3 décembre 2022Bien ;Sequoia_Lodge
